CMP,Roundist,Sales,Market Size,Pct,Acc_sales,Acc_Pct,Acc_MSize,MShare,Acc_MShare
Centro 13,6,800660.4,6787119.850256135,0.0046173242019929275,48996523.29999995,0.282557789602933,1561064045.6797972,0.11796762362606347,0.031386619553244156
Centro 13,7,89748.7,288018.5001202903,0.0005175713006505663,49086271.999999955,0.28307536090358354,1561352064.1799176,0.31160741397693775,0.031438311144630894
Centro 13,10,447083.5,558939.816227285,0.002578283458082484,49533355.499999955,0.285653644361666,1561911003.9961448,0.7998777095854624,0.03171330208524622
Centro 13,11,17078.0,195372.1679444711,9.848702736095754e-05,49550433.499999955,0.285752131389027,1562106376.1640892,0.08741265544462776,0.03172026838637972
Centro 13,12,126251.4,1372643.4313124204,0.0007280785271202246,49676684.899999954,0.2864802099161472,1563479019.5954015,0.09197683616879856,0.031773170140047886
Centro 13,13,29347.399999999998,841261.0760249987,0.00016924336495918523,49706032.29999995,0.2866494532811064,1564320280.6714265,0.034885008752179474,0.03177484362643786
Centro 13,14,80741.0,3004161.783744284,0.0004656248434331346,49786773.29999995,0.2871150781245395,1567324442.4551709,0.026876382103285794,0.03176545452325769
Centro 13,15,68869.59999999999,1090495.9821256008,0.00039716372991791785,49855642.899999954,0.28751224185445745,1568414938.4372964,0.06315438216082098,0.03178727878585118
Centro 13,16,213089.60000000003,1299720.9928657652,0.0012288652808019383,50068732.499999955,0.2887411071352594,1569714659.4301622,0.16395026407179672,0.031896709506539174
Centro 13,17,14973.0,407008.9840390192,8.634771405759558e-05,50083705.499999955,0.288827454849317,1570121668.4142013,0.03678788574004687,0.031897977403613394
Centro 13,18,9330.2,473591.0010226406,5.380628075203222e-05,50093035.69999996,0.28888126113006907,1570595259.4152238,0.019700965558579014,0.031894299565536056
Centro 13,19,58036.8,2203121.4181837765,0.0003346921132183172,50151072.499999955,0.28921595324328736,1572798380.8334076,0.026342987508988384,0.03188652348015865
Centro 13,20,20887.9,8211110.2422269825,0.00012045831940584057,50171960.399999954,0.2893364115626932,1581009491.0756347,0.0025438581852890666,0.031734129796947404
Centro 14,0,495387.2,3575602.659962191,0.002856845808681822,51327104.19999994,0.29599800419862476,1792182947.8045053,0.1385464905111236,0.028639433414360774
Centro 14,1,482210.8,3576998.253038736,0.0027808588976079886,51809314.99999994,0.2987788630962327,1795759946.057544,0.13480878823196285,0.028850913572130505
Centro 14,2,580653.0,5655693.517387455,0.0033485646971672376,52389967.99999994,0.30212742779339996,1801415639.5749314,0.10266698473226712,0.029082665237858192
Centro 14,3,1159718.8,14981728.178189248,0.0066879761790969,53549686.79999994,0.30881540397249685,1816397367.7531207,0.07740888008423126,0.029481262057894732
Centro 14,4,652191.4,6950918.3701673895,0.003761119115609627,54201878.199999936,0.31257652308810646,1823348286.1232882,0.0938280908029559,0.029726563275105963
Centro 14,5,789830.8,9984502.009345535,0.004554871039356306,54991708.99999993,0.3171313941274628,1833332788.1326337,0.07910567790568976,0.029995486556487375
Centro 14,6,396380.6,12775931.6795726,0.0022858851737646542,55388089.599999934,0.31941727930122743,1846108719.8122063,0.031025572924264437,0.030002615233643573
Centro 14,7,368220.2,8286085.255415021,0.0021234871127917354,55756309.79999994,0.3215407664140192,1854394805.0676212,0.044438379361275,0.03006711928205966
Centro 14,8,114831.4,2311698.7571575157,0.0006622205898639805,55871141.199999936,0.3222029870038831,1856706503.8247788,0.049674032848984896,0.030091530936583937
Centro 14,9,193214.6,3097451.2540718718,0.0011142482490184137,56064355.79999994,0.32331723525290157,1859803955.0788507,0.06237857649769385,0.0301453041041753
Centro 14,10,41325.8,1716457.3701231086,0.00023832153620526172,56105681.599999934,0.3235555567891068,1861520412.448974,0.02407621693338997,0.030139707963872702
Centro 14,11,33671.8,180514.18122700948,0.0001941817243174078,56139353.39999993,0.3237497385134242,1861700926.6302009,0.18653271322575654,0.0301548721370708
Centro 14,12,192197.4,3337921.3691162993,0.0011083821637489694,56331550.79999993,0.3248581206771732,1865038847.9993172,0.05757996631624772,0.030203955730159972
Centro 14,13,6521.6,162393.41002884365,3.760938035116646e-05,56338072.39999993,0.3248957300575243,1865201241.409346,0.04015926507634553,0.030204822487374543
Centro 14,14,313936.4,4331899.145892314,0.0018104381553109565,56652008.79999993,0.32670616821283527,1869533140.5552385,0.0724708469488925,0.030302757180958383
Centro 14,15,79778.40000000001,1037848.1266131359,0.0004600736306132695,56731787.19999993,0.32716624184344856,1870570988.6818516,0.07686905044608505,0.03032859353815677
Centro 14,16,43236.4,2937485.2912096903,0.0002493397651826505,56775023.59999993,0.32741558160863116,1873508473.9730613,0.014718848169004704,0.030304118923785706
Centro 14,17,32924.0,763800.267102113,0.0001898692404750068,56807947.59999993,0.3276054508491062,1874272274.2401633,0.04310550993247868,0.030309335724997624
Centro 14,18,12388.6,439478.6329481032,7.144375144419479e-05,56820336.19999993,0.3276768946005504,1874711752.8731115,0.02818931131394262,0.030308838739032416
Centro 14,19,57337.4,2815441.7915089377,0.0003306587470784733,56877673.59999993,0.3280075533476289,1877527194.6646204,0.020365329580928748,0.03029392797165843
Centro 14,20,18119.4,743018.2460762804,0.0001044926714816802,56895792.999999925,0.32811204601911054,1878270212.9106967,0.024386211369215573,0.03029159095901877
Centro 16,0,969673.9,4057396.573125711,0.0055920072561486366,58183078.59999994,0.33553568649859106,1984972896.4359803,0.23898918494254776,0.029311774838068412
Centro 16,2,191298.8,816973.4285606139,0.001103200032188684,58374377.39999994,0.3366388865307797,1985789869.8645408,0.23415547349812849,0.029396049544749617
Centro 16,3,1031708.1,4693443.178488663,0.005949751954164511,59406085.49999994,0.34258863848494425,1990483313.0430295,0.21981902427808245,0.0298450557765192
Centro 16,4,1516032.2999999998,8192216.969279545,0.00874279860699118,60922117.79999994,0.3513314370919354,1998675530.012309,0.18505763527565913,0.030481244646861083
Centro 16,5,1347166.2,8239066.327837632,0.007768965593111442,62269283.99999994,0.35910040268504684,2006914596.3401468,0.16350957091439847,0.03102737112658185
Centro 16,6,45767.2,427771.2978451714,0.0002639346222411533,62315051.19999994,0.359364337307288,2007342367.637992,0.10698988041167055,0.031043558988557134
Centro 16,7,233426.7,1110343.741337635,0.0013461471946175213,62548477.89999995,0.36071048450190557,2008452711.3793294,0.21022922119486173,0.031142619164303855
Centro 16,8,192330.69999999998,1702831.142655882,0.0011091508908099377,62740808.59999995,0.3618196353927155,2010155542.5219853,0.11294760542141863,0.03121191732321567
Centro 16,9,121956.0,582628.3187705847,0.0007033074077077491,62862764.59999995,0.36252294280042324,2010738170.840756,0.20932041246697677,0.0312635257596542
Centro 16,10,24178.2,82772.30370200794,0.0001394331329745113,62886942.79999995,0.3626623759333978,2010820943.144458,0.29210495441862966,0.03127426288969288
Centro 16,11,35556.200000000004,362432.3779648888,0.00020504886065415617,62922498.999999955,0.362867424794052,2011183375.522423,0.09810436970243472,0.03128630624428032
Centro 16,12,11049.9,227139.0341278772,6.372360953483106e-05,62933548.899999954,0.3629311484035868,2011410514.556551,0.04864817728237326,0.03128826683789843
Centro 16,13,29716.2,350782.11629636295,0.00017137019571751298,62963265.09999996,0.3631025185993043,2011761296.6728473,0.08471412486403347,0.03129758247369198
Centro 16,14,40830.5,133611.9879909444,0.00023546519326979605,63004095.59999996,0.3633379837925741,2011894908.6608381,0.30559009422692895,0.03131579851849065
Centro 16,15,91552.8,1158676.3139641332,0.0005279753553444358,63095648.399999954,0.3638659591479185,2013053584.9748023,0.0790149922775016,0.03134325328989677
Centro 16,16,50418.299999999996,182000.8744502485,0.00029075702609163633,63146066.69999995,0.36415671617401013,2013235585.8492525,0.2770222953724449,0.03136546320949456
Centro 16,17,28584.2,244554.07901346422,0.0001648420709386979,63174650.899999954,0.3643215582449489,2013480139.9282658,0.11688294104645158,0.031375850025643
Centro 16,18,13973.4,68827.65523731166,8.05831261345359e-05,63188624.29999995,0.3644021413710834,2013548967.583503,0.203020137062943,0.031381717215367144
Centro 16,19,29301.9,97324.27839620944,0.00016898097125120283,63217926.19999995,0.3645711223423346,2013646291.8618991,0.30107492686163334,0.03139475212478657
Centro 16,20,4083.2,45894.37251591818,2.3547384361181744e-05,63222009.399999954,0.3645946697266958,2013692186.234415,0.08896951360613477,0.031396064320150394
Centro 17,0,829102.3,3920529.3798853233,0.004781345643818529,65076253.099999964,0.3752878978573776,2129503106.532397,0.2114771296585084,0.030559360491362556
Centro 17,1,1045175.7,6996350.722109675,0.006027418184969432,66121428.79999997,0.3813153160423471,2136499457.2545066,0.1493886944085099,0.03094848846110583
Centro 17,2,415723.5,4564371.20394892,0.002397433640888455,66537152.29999997,0.38371274968323554,2141063828.4584556,0.09108012504336455,0.03107667852569629
Centro 17,3,6236.2,25643.06325752588,3.596350860922845e-05,66543388.49999997,0.3837487131918448,2141089471.521713,0.24319247421307058,0.03107921896075941
Centro 17,4,449186.5,6781628.1005352745,0.002590411237596484,66992574.99999997,0.38633912442944124,2147871099.622248,0.0662357907778142,0.031190221336737635
Centro 17,5,23456.8,125756.06614983376,0.0001352728951516869,67016031.79999997,0.38647439732459293,2147996855.688398,0.18652619088809663,0.031199315596075406
Centro 17,6,666596.8,8051542.417440072,0.0038441935402463256,67682628.59999996,0.3903185908648392,2156048398.105838,0.08279119272303848,0.03139198018906322
Centro 17,7,43706.6,656151.4132375349,0.0002520513590616247,67726335.19999996,0.3905706422239008,2156704549.5190754,0.06661054006474824,0.03140269501221309
Centro 17,8,107331.09999999999,1187409.525923384,0.0006189671496885859,67833666.29999995,0.3911896093735894,2157891959.0449986,0.09039097098074435,0.031435154116807855
Centro 17,10,224309.19999999998,1737460.4425516315,0.0012935675323641233,68057975.49999996,0.3924831769059535,2159629419.4875503,0.12910175938773022,0.03151372864523635
Centro 17,11,46123.2,340598.90977128176,0.00026598763674756513,68104098.69999996,0.3927491645427011,2159970018.3973217,0.1354179319921269,0.031530112973759045
Centro 17,12,97488.5,425292.0454098722,0.0005622059121020441,68201587.19999996,0.39331137045480313,2160395310.4427314,0.22922718882749418,0.0315690313112295
Centro 17,13,170898.0,3043489.1670474713,0.0009855507671819254,68372485.19999996,0.39429692122198506,2163438799.609779,0.05615199878164521,0.03160361421470871
Centro 17,14,4792.8,393977.7699743272,2.763957282677113e-05,68377277.99999996,0.3943245607948118,2163832777.379753,0.012165153379878042,0.03160007497566423
Centro 17,16,10743.7,130273.87885389566,6.195778638352967e-05,68388021.69999996,0.3943865185811954,2163963051.258607,0.08247010140881152,0.03160313742890574
Centro 17,17,182700.4,1786860.7560238412,0.0010536139649641577,68570722.09999996,0.39544013254615956,2165749912.014631,0.10224657930624019,0.03166142208737937
Centro 17,18,5874.299999999999,679748.1913047855,3.387646942419914e-05,68576596.39999996,0.3954740090155837,2166429660.2059355,0.008641876617169373,0.03165419937681302
Centro 17,19,14808.0,237357.62118275277,8.539617643524179e-05,68591404.39999996,0.395559405192019,2166667017.8271184,0.06238687397611988,0.03165756613066834
Centro 17,20,89334.5,2235180.9075390976,0.0005151826528737243,68680738.89999996,0.3960745878448927,2168902198.7346573,0.03996745842749526,0.03166612996200035
Centro 19,0,345009.0,1190986.291740195,0.0019896305669736855,69392002.49999999,0.40017637011647345,2375405590.611609,0.2896834349754726,0.029212696465083773
Centro 19,1,858924.9,5342037.782052014,0.004953329437130093,70250927.39999999,0.40512969955360356,2380747628.393661,0.1607860024662845,0.029507927073899775
Centro 19,2,423432.5,2595449.447483482,0.0024418906319837604,70674359.89999999,0.4075715901855873,2383343077.8411446,0.1631441908493172,0.029653456339159327
Centro 19,3,359409.89999999997,2261368.1479906146,0.0020726790405843198,71033769.8,0.40964426922617164,2385604445.9891353,0.15893471406650928,0.02977600495313778
Centro 19,4,73713.3,334786.70773296134,0.0004250968376839485,71107483.1,0.4100693660638556,2385939232.6968684,0.220179888559962,0.029802721764890037
Centro 19,5,9799.1,100243.19492290229,5.6510377667921255e-05,71117282.19999999,0.4101258764415235,2386039475.8917913,0.09775326901278988,0.029805576529038622
Centro 19,6,8358.7,152614.42896750633,4.820374256950673e-05,71125640.89999999,0.410174080184093,2386192090.320759,0.054770050620702976,0.02980717318966516
Centro 19,7,17551.899999999998,306309.39124423347,0.00010121995875025124,71143192.8,0.4102753001428433,2386498399.712003,0.0573012140721638,0.029810702076559274
Centro 19,8,29283.4,973267.6443456786,0.0001688742836996056,71172476.2,0.4104441744265429,2387471667.356349,0.030087715511889886,0.02981081500280562
Centro 19,9,42167.5,243667.93667895085,0.00024317553145820222,71214643.7,0.41068734995800116,2387715335.293028,0.17305313359943028,0.029825432976607457
Centro 19,10,5486.1,65374.57528399929,3.163776090906132e-05,71220129.8,0.41071898771891013,2387780709.868312,0.08391794479990675,0.029826913964778552
Centro 19,11,26694.0,178452.2402358253,0.00015394148661280013,71246823.8,0.410872929205523,2387959162.1085477,0.14958624203721835,0.029835863581975857
Centro 19,12,3082.3999999999996,73367.92469719214,1.777587616450495e-05,71249906.2,0.4108907050816875,2388032530.033245,0.04201290976570264,0.02983623769941195
Centro 19,13,13888.7,189233.62524933397,8.009467015506097e-05,71263794.9,0.4109707997518426,2388221763.6584945,0.07339446137915642,0.029839689087679894
Centro 19,14,19715.9,361581.6520803905,0.00011369951883978821,71283510.80000001,0.4110844992706824,2388583345.310575,0.05452682647629632,0.02984342620488773
Centro 19,15,9546.7,43770.880270258254,5.505481345045401e-05,71293057.50000001,0.4111395540841329,2388627116.1908455,0.21810619162911513,0.02984687606397577
Centro 19,16,464.2,81608.68390071345,2.6769925108886575e-06,71293521.70000002,0.41114223107664377,2388708724.8747463,0.0056881201584472775,0.02984605069575335
Centro 19,17,17143.5,132827.46995290127,9.886475896255859e-05,71310665.20000002,0.4112410958356063,2388841552.3446994,0.1290659229305417,0.029851567647928373
Centro 19,18,12643.2,303217.95420184016,7.29120028299601e-05,71323308.40000002,0.4113140078384363,2389144770.298901,0.04169673934144389,0.029853070976137167
Centro 19,19,14654.900000000001,238006.57909279683,8.451326485959111e-05,71337963.30000003,0.41139852110329594,2389382776.877994,0.06157350799234073,0.029856230651001577
Centro 19,20,19749.7,1057273.7976509945,0.00011389443988000371,71357713.00000003,0.41151241554317597,2390440050.675645,0.01867983491492841,0.029851287414562503
Centro 2,0,980891.2,6167829.226882779,0.005656696243853055,72609321.70000008,0.4187303110978145,2544986412.920227,0.15903345632929308,0.02853033765971466
Centro 2,2,1200194.5999999999,7225480.600383768,0.006921395854823369,73809516.30000007,0.4256517069526378,2552211893.520611,0.16610585044491763,0.02891982303169375
Centro 2,3,966084.8999999999,5977199.921819458,0.0055713098711387705,74775601.20000008,0.4312230168237767,2558189093.4424305,0.16162833979726146,0.02922989601967937
Centro 2,4,1237587.3,8464716.543274606,0.007137035617559058,76013188.50000007,0.4383600524413357,2566653809.985705,0.14620540376904753,0.029615676334793055
Centro 2,5,279720.7,3259965.7995055723,0.0016131198169765898,76292909.20000008,0.4399731722583123,2569913775.7852106,0.0858047958792771,0.02968695289268589
Centro 2,6,602591.5,3512374.709197502,0.0034750817161248652,76895500.70000008,0.44344825397443716,2573426150.494408,0.17156241856031315,0.029880593497982007
Centro 2,7,19379.5,539282.1163406118,0.00011175953546912265,76914880.20000008,0.44356001350990626,2573965432.610749,0.03593573644070159,0.029881862135959628
Centro 2,9,26581.6,750208.1308843481,0.00015329328765066336,76941461.80000007,0.44371330679755694,2574715640.741633,0.03543230059192442,0.029883479395743096
Centro 2,10,35792.9,378572.5896057636,0.00020641388462513277,76977254.70000008,0.4439197206821821,2575094213.3312387,0.09454699305428813,0.029892985779506453
Centro 2,11,4100.0,172642.0696140566,2.3644268191821405e-05,76981354.70000008,0.4439433649503739,2575266855.4008527,0.023748556821437547,0.02989257386610428
Centro 2,12,850011.1,7585687.136172503,0.0049019244913232,77831365.80000007,0.44884528944169705,2582852542.537025,0.11205459502102384,0.030133878925797934
Centro 2,13,946.1,19440.255919965763,5.456059057629812e-06,77832311.90000007,0.44885074550075466,2582871982.792945,0.04866705479058664,0.030134018417683022
Centro 2,14,60092.3,118060.7651295115,0.00034654596523497303,77892404.20000006,0.44919729146598963,2582990043.5580745,0.5089946684157038,0.030155905708681364
Centro 2,15,39064.3,658402.14441132,0.0002252797038843339,77931468.50000006,0.44942257116987394,2583648445.7024856,0.05933197564981741,0.03016334077092704
Centro 2,16,406800.1,1655223.3644177243,0.0023459733328926257,78338268.60000005,0.45176854450276654,2585303669.066903,0.24576749503720569,0.030301379887134952
Centro 2,18,4373.5,169829.32365579324,2.522151388705632e-05,78342642.10000005,0.4517937660166536,2585473498.3905587,0.025752325369110724,0.0303010810780957
Centro 2,19,235298.8,8017224.576467983,0.0013569433981496942,78577940.90000005,0.4531507094148033,2593490722.9670267,0.029349159145503408,0.030298138414046327
Centro 2,20,62024.5,2897792.2773695053,0.00035768875913746995,78639965.40000005,0.45350839817394073,2596388515.244396,0.02140405317675263,0.030288211852068574
Centro 20,0,418309.7,2298795.774884357,0.0024123479839122815,79825752.30000006,0.4603467063402697,2757291270.7060475,0.18196905726479484,0.02895078700900519
Centro 20,2,528599.0,4161987.521677193,0.003048374761446001,80354351.30000006,0.4633950811017157,2761453258.2277246,0.12700638751242238,0.029098573752999443
Centro 20,3,599493.0,5796441.253145449,0.0034572129929559972,80953844.30000006,0.46685229409467166,2767249699.48087,0.10342432085802372,0.029254260761212417
