CMP,Roundist,Sales,Market Size,Pct,Acc_sales,Acc_Pct,Acc_MSize,MShare,Acc_MShare
Centro 11,13,221011.40999999997,9078174.0,0.0013769172473315058,19427234.2,0.1210330898206952,1368752130.0,0.024345359540365714,0.014193391026905653
Centro 11,14,4634.46,128863.0,2.887302472785442e-05,19431868.66,0.12106196284542306,1368880993.0,0.03596424109325408,0.014195440479755423
Centro 11,15,5937.89,190303.0,3.6993488950445036e-05,19437806.55,0.12109895633437351,1369071296.0,0.031202293185078535,0.014197804458242034
Centro 11,16,352667.75,9002607.0,0.002197145873837897,19790474.3,0.1232961022082114,1378073903.0,0.03917395816567357,0.014360967330501724
Centro 11,17,93010.84,1863395.0,0.0005794643352793013,19883485.14,0.1238755665434907,1379937298.0,0.049914720174734827,0.014408977254849156
Centro 11,18,41304.520000000004,2976220.0,0.00025733018028684194,19924789.66,0.12413289672377754,1382913518.0,0.013878181048444,0.014407834908444361
Centro 11,19,7906.96,943971.0,4.926093905269563e-05,19932696.62,0.12418215766283024,1383857489.0,0.008376274271137567,0.014403720598718386
Centro 11,20,56188.25,7288888.0,0.0003500569066654726,19988884.87,0.12453221456949572,1391146377.0,0.0077087547510676525,0.014368642437976892
Centro 12,0,426023.05,3779650.0,0.0026541547574660176,21472293.950000007,0.13377396162273686,2071341963.0,0.11271494715119125,0.01036636843821814
Centro 12,1,663655.56,7104950.0,0.0041346226733336945,22135949.510000005,0.13790858429607053,2078446913.0,0.09340749195983084,0.01065023569837023
Centro 12,2,1604439.8199999998,23430461.0,0.009995777414674912,23740389.330000006,0.14790436171074545,2101877374.0,0.0684766646290058,0.011294849844080393
Centro 12,3,969083.27,10033282.0,0.006037459643207628,24709472.600000005,0.15394182135395307,2111910656.0,0.09658686659061312,0.011700055837968178
Centro 12,4,110526.5,1581616.0,0.0006885881780365353,24819999.100000005,0.15463040953198962,2113492272.0,0.06988200675764535,0.0117435958620813
Centro 12,5,163502.40000000002,2092637.0,0.0010186319092760634,24983501.500000004,0.15564904144126568,2115584909.0,0.0781322322027184,0.01180926437587857
Centro 12,6,70597.71,1967777.0,0.0004398288962597359,25054099.210000005,0.15608887033752541,2117552686.0,0.03587688543976274,0.01183162968064163
Centro 12,7,116537.44,2153521.0,0.0007260367738292813,25170636.650000006,0.1568149071113547,2119706207.0,0.05411483797929066,0.011874587415405915
Centro 12,9,139701.81,2796897.0,0.0008703524929886157,25310338.460000005,0.15768525960434332,2122503104.0,0.04994885760898596,0.011924759220517025
Centro 12,10,13074.19,168226.0,8.145315984314613e-05,25323412.650000006,0.15776671276418647,2122671330.0,0.07771801029567368,0.0119299734688554
Centro 12,11,227588.67,3998874.0,0.0014178940581404305,25551001.320000008,0.1591846068223269,2126670204.0,0.05691318856258037,0.012014557439109166
Centro 12,12,68028.54000000001,1249128.0,0.000423822779270904,25619029.860000007,0.1596084296015978,2127919332.0,0.05446082387073223,0.012039474182473383
Centro 12,13,53687.270000000004,1293718.0,0.00033447561836351955,25672717.130000006,0.15994290521996132,2129213050.0,0.041498433197961225,0.012057373558742751
Centro 12,14,19807.72,457862.0,0.00012340354418042588,25692524.850000005,0.16006630876414174,2129670912.0,0.04326133201707065,0.012064082157121563
Centro 12,16,138639.19999999998,10645887.0,0.0008637323549777005,25831164.050000004,0.16093004111911943,2140316799.0,0.013022794624816137,0.012068850771095594
Centro 12,17,745.54,118613.0,4.644768722915848e-06,25831909.590000004,0.16093468588784235,2140435412.0,0.006285483041487863,0.012068530283687907
Centro 12,18,143226.09999999998,6578873.0,0.0008923090774273916,25975135.690000005,0.16182699496526975,2147014285.0,0.021770613295012682,0.012098259369522548
Centro 12,19,19309.96,2950268.0,0.0001203024629781851,25994445.650000006,0.16194729742824793,2149964553.0,0.006545154541892465,0.01209063917529621
Centro 12,20,288.85,315782.0,1.7995566242109653e-06,25994734.500000007,0.16194909698487217,2150280335.0,0.0009147133148817856,0.012088997921287323
Centro 13,0,358224.7,7239329.0,0.002231766078729395,26918543.509999998,0.1677044946772774,2534587800.0,0.049483135798911754,0.010620481764332645
Centro 13,1,617696.65,6498701.0,0.003848295302961475,27536240.159999996,0.17155278998023887,2541086501.0,0.09504924907300706,0.010836404092959289
Centro 13,2,2934917.5300000003,32542667.0,0.01828475084862172,30471157.689999998,0.1898375408288606,2573629168.0,0.0901867548225227,0.011839762335954376
Centro 13,3,638370.91,9256492.0,0.003977097454713803,31109528.599999998,0.1938146382835744,2582885660.0,0.06896466933693672,0.012044485391583303
Centro 13,4,19677.54,264372.0,0.00012259251326008735,31129206.139999997,0.19393723079683448,2583150032.0,0.07443125595751442,0.012050870353782066
Centro 13,5,522182.82,7311222.0,0.003253237156933225,31651388.959999997,0.1971904679537677,2590461254.0,0.07142209879552283,0.012218437512287145
Centro 13,6,855044.6699999999,11311865.0,0.0053269908253237965,32506433.629999995,0.2025174587790915,2601773119.0,0.07558830219420051,0.012493953985693399
Centro 13,7,23597.55,480030.0,0.00014701446223870334,32530031.179999996,0.20266447324133022,2602253149.0,0.0491584900943691,0.01250071738504792
Centro 13,10,33992.25,931566.0,0.00021177420342508285,32564023.429999996,0.2028762474447553,2603184715.0,0.03648936307250372,0.01250930187257188
Centro 13,11,15257.59,325620.0,9.50559015198026e-05,32579281.019999996,0.20297130334627508,2603510335.0,0.04685704195074013,0.012513597730734568
Centro 13,12,68100.23999999999,2287738.0,0.00042426947551447644,32647381.259999994,0.20339557282178955,2605798073.0,0.02976749960004161,0.012528745645442034
Centro 13,13,46263.67,799321.0,0.00028822604745996227,32693644.929999996,0.20368379886924953,2606597394.0,0.05787871205685825,0.012542652350246306
Centro 13,14,153173.16,5006935.0,0.000954279988676912,32846818.089999996,0.20463807885792645,2611604329.0,0.03059220061774319,0.012577256717359346
Centro 13,15,53545.27,2420272.0,0.00033359094797875944,32900363.359999996,0.2049716698059052,2614024601.0,0.0221236580020758,0.012586095535372505
Centro 13,16,56369.770000000004,2166199.0,0.0003511877895404138,32956733.129999995,0.2053228575954456,2616190800.0,0.026022433765318886,0.012597220787566409
Centro 13,17,15615.49,678347.0,9.728564469378599e-05,32972348.619999994,0.20542014324013938,2616869147.0,0.023019914586487448,0.012599922566934521
Centro 13,18,35744.549999999996,789317.0,0.00022269116057448517,33008093.169999994,0.20564283440071388,2617658464.0,0.04528541764588878,0.012609778404613137
Centro 13,19,42041.21000000001,3671868.0,0.0002619198128625386,33050134.379999995,0.20590475421357643,2621330332.0,0.011449542848490198,0.012608153187158098
Centro 13,20,48282.34,13685183.0,0.00030080250918956564,33098416.719999995,0.20620555672276597,2635015515.0,0.0035280741222093997,0.012560995004236245
Centro 14,0,597299.39,5959337.0,0.003721218881466743,34355472.709999986,0.21403710747162719,2986971220.0,0.10022916811047941,0.011501775604654131
Centro 14,1,243799.84,5961663.0,0.0015188908327975537,34599272.54999999,0.21555599830442476,2992932883.0,0.04089460273081521,0.011560323569741737
Centro 14,2,700003.75,9645524.0,0.004361074555253648,35299276.29999999,0.2199170728596784,3002578407.0,0.07257291050232212,0.011756321239673788
Centro 14,3,2811034.21,24969544.0,0.01751294870517271,38110310.50999999,0.23743002156485113,3027547951.0,0.11257851605139445,0.012587847038859333
Centro 14,4,731231.21,11584862.0,0.0045556239147837956,38841541.71999999,0.24198564547963491,3039132813.0,0.06311954428114896,0.012780468676411211
Centro 14,5,2381300.95,33005185.0,0.014835679068071194,41222842.669999994,0.2568213245477061,3072137998.0,0.0721492986632252,0.013418291332237216
Centro 14,6,676914.69,14154293.0,0.004217228022901893,41899757.35999999,0.261038552570608,3086292291.0,0.04782398456779155,0.013576082045820718
Centro 14,7,411653.47,8643799.0,0.002564631223188263,42311410.82999999,0.26360318379379627,3094936090.0,0.047624137257240705,0.013671174331099028
Centro 14,8,73720.70999999999,2254687.0,0.000459285414651326,42385131.53999999,0.2640624692084476,3097190777.0,0.03269664924665818,0.01368502445982842
Centro 14,9,367394.11,5678457.0,0.002288892173607727,42752525.64999999,0.26635136138205534,3102869234.0,0.06469963759521292,0.013778384593696348
Centro 14,10,289424.11,6094456.0,0.0018031333714968426,43041949.75999999,0.2681544947535522,3108963690.0,0.047489736573699114,0.013844468463380475
Centro 14,11,18149.19,300856.0,0.00011307078098862178,43060098.94999999,0.2682675655345408,3109264546.0,0.06032517217539288,0.013848965989528247
Centro 14,12,99757.32,2511183.0,0.0006214953990636421,43159856.26999999,0.26888906093360443,3111775729.0,0.03972522910516677,0.013869847967440068
Centro 14,13,17519.54,270655.0,0.00010914801544098658,43177375.80999999,0.2689982089490454,3112046384.0,0.06473015462489147,0.01387427129363763
Centro 14,14,251058.51,7071329.0,0.0015641128777394316,43428434.319999985,0.2705623218267848,3119117713.0,0.03550372355748121,0.013923307266986748
Centro 14,15,41930.43,1196883.0,0.00026122964536096305,43470364.749999985,0.27082355147214576,3120314596.0,0.035033023277964516,0.013931404482652359
Centro 14,16,51391.490000000005,3544609.0,0.0003201727410682762,43521756.23999999,0.2711437242132141,3123859205.0,0.014498493345810498,0.01393204795220596
Centro 14,17,27106.71,844618.0,0.0001688767856709905,43548862.94999999,0.27131260099888505,3124703823.0,0.032093455266167664,0.013936957041960258
Centro 14,18,9968.84,732464.0,6.210660224233767e-05,43558831.78999999,0.2713747076011274,3125436287.0,0.013610006771663864,0.013936880419280801
Centro 14,19,144701.43,5190173.0,0.0009015004912213926,43703533.21999999,0.2722762080923488,3130626460.0,0.02787988569937842,0.013959996115282303
Centro 14,20,16929.6,1386360.0,0.00010547264609742756,43720462.81999999,0.27238168073844626,3132012820.0,0.012211546784385007,0.013959222178407301
Centro 16,0,351663.12,6762327.0,0.002190886955467182,44371514.74000002,0.2764377818128493,3308287749.0,0.0520032704718361,0.013412229559962626
Centro 16,2,65058.42,1361622.0,0.0004053187144597512,44436573.16000002,0.27684310052730904,3309649371.0,0.04778008874709721,0.01342636883210793
Centro 16,3,776126.96,7822403.0,0.0048353277206048765,45212700.12000002,0.2816784282479139,3317471774.0,0.09921848311829498,0.013628661583301243
Centro 16,4,915021.86,13653693.0,0.005700653105282459,46127721.98000002,0.28737908135319634,3331125467.0,0.067016437237896,0.013847488615174404
Centro 16,5,885475.72,13731776.0,0.005516578492310797,47013197.70000002,0.29289565984550714,3344857243.0,0.06448369970497625,0.014055367474467733
Centro 16,6,45623.39,712952.0,0.0002842370562349327,47058821.09000002,0.29317989690174207,3345570195.0,0.06399223229614336,0.014066009184422454
Centro 16,7,79097.94,1850571.0,0.0004927859507995204,47137919.030000016,0.2936726828525416,3347420766.0,0.04274245084355045,0.014081862521970152
Centro 16,8,66057.33,2838051.0,0.00041154199681215064,47203976.360000014,0.2940842248493537,3350258817.0,0.023275596527335133,0.014089650662353593
Centro 16,9,50892.619999999995,971046.0,0.00031706474448485873,47254868.98000001,0.29440128959383854,3351229863.0,0.05241010209609019,0.014100754323577717
Centro 16,10,13892.359999999999,247416.0,8.655041877764736e-05,47268761.34000001,0.29448784001261624,3351477279.0,0.05614980437805154,0.014103858509255319
Centro 16,11,43844.58,858058.0,0.000273154939846798,47312605.92000001,0.294760994952463,3352335337.0,0.05109745495059775,0.014113327326716663
Centro 16,12,550.43,15096.0,3.4292191541091965e-06,47313156.35000001,0.29476442417161713,3352350433.0,0.036461976682564914,0.014113427965124674
Centro 16,13,15532.539999999999,584636.0,9.676886012747717e-05,47328688.89000001,0.2948611930317446,3352935069.0,0.026567881553650474,0.014115599591409806
Centro 16,14,2985.39,200378.0,1.859919802788012e-05,47331674.28000001,0.29487979222977245,3353135447.0,0.014898791284472346,0.014115646393690106
Centro 16,15,35315.4,1953434.0,0.00022001752468983873,47366989.68000001,0.2950998097544623,3355088881.0,0.018078624616956602,0.01411795375921071
Centro 16,16,5727.67,251620.0,3.568380297661215e-05,47372717.35000001,0.2951354935574389,3355340501.0,0.022763174628407917,0.014118602072094146
Centro 16,17,56691.19999999999,574102.0,0.000353190321947269,47429408.55000001,0.2954886838793862,3355914603.0,0.09874760930984387,0.014133079699823343
Centro 16,18,1386.05,114711.0,8.635192864765824e-06,47430794.60000001,0.29549731907225096,3356029314.0,0.012082973733992381,0.014133009626029747
Centro 16,19,2425.56,320660.0,1.5111416186329059e-05,47433220.16000001,0.2955124304884373,3356349974.0,0.007564273685523607,0.014132382060107541
Centro 16,20,21808.16,388984.0,0.00013586643167683087,47455028.32000001,0.29564829692011413,3356738958.0,0.05606441396047138,0.014137241207542242
Centro 17,0,1083188.04,6534215.0,0.0067483407050306105,49496249.960000016,0.3083652570161667,3549171344.0,0.16577171703104351,0.013945860924318343
Centro 17,1,1126624.46,11660582.0,0.007018952778227804,50622874.42000002,0.31538420979439447,3560831926.0,0.09661820138994777,0.014216586312420076
Centro 17,2,661404.49,7607285.0,0.004120598342608188,51284278.91000002,0.31950480813700266,3568439211.0,0.08694356659438945,0.014371627447628117
Centro 17,3,5242.66,42738.0,3.266215520680581e-05,51289521.570000015,0.31953747029220947,3568481949.0,0.1226697552529365,0.014372924482460374
Centro 17,4,463861.58,11302712.0,0.0028898915665776857,51753383.15000001,0.3224273618587871,3579784661.0,0.04103984778166515,0.014457121880494033
Centro 17,5,6170.53,325827.0,3.84428531638999e-05,51759553.680000015,0.3224658047119511,3580110488.0,0.01893805608497761,0.014457529691748445
Centro 17,6,501097.76,13303001.0,0.0031218756911382253,52260651.44000001,0.3255876804030893,3593413489.0,0.03766802392933745,0.014543456131608018
Centro 17,7,42074.51,1093585.0,0.000262127274297838,52302725.95000001,0.3258498076773871,3594507074.0,0.03847392749534787,0.014550736686072804
Centro 17,8,161665.44,4366806.0,0.0010071875141352963,52464391.39000001,0.3268569951915224,3598873880.0,0.037021438552571374,0.014578002213848074
Centro 17,10,27683.9,507974.0,0.00017247272158211506,52492075.29000001,0.3270294679131045,3599381854.0,0.05449865544299512,0.014583636140651612
Centro 17,11,53061.490000000005,1168109.0,0.00033057696319890563,52545136.78000001,0.3273600448763034,3600549963.0,0.04542511871751695,0.014593641893589802
Centro 17,13,250550.16,5180852.0,0.0015609458200627217,52795686.940000005,0.3289209906963661,3605730815.0,0.04836080243172359,0.014642159841873833
Centro 17,14,19733.78,656629.0,0.00012294289257303742,52815420.720000006,0.32904393358893913,3606387444.0,0.030053165486142095,0.014644965783659713
Centro 17,15,35120.86,1411760.0,0.00021880552626271738,52850541.580000006,0.3292627391152019,3607799204.0,0.024877358757862525,0.014648969798930087
Centro 17,16,4444.5,217123.0,2.7689560035678153e-05,52854986.080000006,0.32929042867523756,3608016327.0,0.02046996402960534,0.014649320094387701
Centro 17,17,22174.06,940933.0,0.00013814601543587118,52877160.14000001,0.32942857469067344,3608957260.0,0.023566034988676134,0.014651644874287042
Centro 17,18,59995.1,2002663.0,0.0003737738605684586,52937155.24000001,0.3298023485512419,3610959923.0,0.029957661373880676,0.01466013369542457
Centro 17,19,6913.62,2207077.0,4.307235820764207e-05,52944068.86000001,0.3298454209094495,3613167000.0,0.00313247793348397,0.01465309211005193
Centro 17,20,18290.98,1635700.0,0.00011395414305802415,52962359.84,0.3299593750525075,3614802700.0,0.011182356177783211,0.0146515216003352
Centro 19,0,234748.51,1984977.0,0.0014625003849546615,53560663.7,0.33368685185553326,3959008746.0,0.11826258440274119,0.01352880661203773
Centro 19,1,541133.26,8903395.0,0.0033712997840189525,54101796.96,0.3370581516395522,3967912141.0,0.06077830535430586,0.01363482734432854
Centro 19,2,483766.47,4325749.0,0.003013900486964359,54585563.43,0.34007205212651653,3972237890.0,0.11183415172725,0.01374176596205823
Centro 19,3,389651.67,3768946.0,0.00242755840015013,54975215.1,0.3424996105266667,3976006836.0,0.10338478449943299,0.013826740588632128
Centro 19,4,19064.34,271737.0,0.00011877223241547541,54994279.440000005,0.3426183827590822,3976278573.0,0.07015732123339848,0.013830590193912957
Centro 19,5,32651.340000000004,518256.0,0.00020342023606150064,55026930.78000001,0.3428218029951437,3976796829.0,0.06300233861257758,0.013836998254154464
Centro 19,6,8676.19,254357.0,5.4053298208111246e-05,55035606.970000006,0.3428758562933518,3977051186.0,0.034110285936695274,0.013838294856182926
Centro 19,7,11687.86,216919.0,7.281622255790332e-05,55047294.830000006,0.3429486725159097,3977268105.0,0.053881218334954524,0.013840478785123289
Centro 19,8,113216.3,1908349.0,0.0007053458287472941,55160511.13,0.343654018344657,3979176454.0,0.05932683172732032,0.013862293308091635
Centro 19,9,6426.23,348522.0,4.00358828637813e-05,55166937.36,0.34369405422752075,3979524976.0,0.018438520380349016,0.013862694088541887
Centro 19,10,12135.35,244675.0,7.560411798379276e-05,55179072.71,0.34376965834550455,3979769651.0,0.04959783386124451,0.01386489107381758
Centro 19,11,2260.46,161701.0,1.408283111221713e-05,55181333.17,0.34378374117661675,3979931352.0,0.01397925801324667,0.013864895720442567
Centro 19,12,6023.01,122279.0,3.752379277545053e-05,55187356.18,0.3438212649693922,3980053631.0,0.049256290941208224,0.013865983048608824
Centro 19,13,11818.849999999999,177885.0,7.363229983747884e-05,55199175.03,0.3438948972692297,3980231516.0,0.06644095904657503,0.013868332735949323
Centro 19,14,13883.65,433804.0,8.649615484066666e-05,55213058.68,0.34398139342407036,3980665320.0,0.0320044305723322,0.013870309167312765
Centro 19,15,1335.74,72951.0,8.321757885489196e-06,55214394.42,0.34398971518195587,3980738271.0,0.01831009855930693,0.013870390530882506
Centro 19,16,3615.1,136014.0,2.252233737990327e-05,55218009.52,0.3440122375193358,3980874285.0,0.026578881585719118,0.013870824740199
Centro 19,17,2638.4700000000003,221379.0,1.643786105688733e-05,55220647.99,0.34402867538039267,3981095664.0,0.011918339137858606,0.013870716167246566
Centro 19,18,18654.17,811695.0,0.00011621684331887643,55239302.160000004,0.34414489222371153,3981907359.0,0.022981748070395897,0.013872573412625194
Centro 19,19,8864.359999999999,493468.0,5.522561106938102e-05,55248166.52,0.34420011783478094,3982400827.0,0.017963393776293496,0.013873080315127205
Centro 19,20,4998.0,1762122.0,3.1137905514302935e-05,55253164.52,0.34423125574029523,3984162949.0,0.0028363529880450957,0.013868198973605786
Centro 2,0,295130.27,10279715.0,0.0018386831656003833,55817511.29000001,0.34774717738926725,4241643366.0,0.028709966180969028,0.013159406973584777
Centro 2,2,1274983.8,12042466.0,0.007943242316259888,57092495.09,0.3556904197055271,4253685832.0,0.10587397963174652,0.013421888062465635
Centro 2,3,599456.3999999999,9961999.0,0.0037346572115134423,57691951.49,0.35942507691704056,4263647831.0,0.06017430838931021,0.013531124937321308
Centro 2,4,1012029.82,14107860.0,0.0063050197904795935,58703981.31,0.36573009670752016,4277755691.0,0.07173517599409124,0.013723079472141833
Centro 2,5,391195.73,5433276.0,0.0024371780068705006,59095177.04,0.3681672747143906,4283188967.0,0.07199997386475489,0.013797004403798465
Centro 2,6,389616.66,4757708.0,0.0024273402852897745,59484793.699999996,0.3705946149996804,4287946675.0,0.08189167136780988,0.013872559107792542
Centro 2,7,149549.27000000002,1995052.0,0.0009317028889541776,59634342.97,0.37152631788863455,4289941727.0,0.0749600862533909,0.01390096807018936
Centro 2,9,45927.13,1250346.0,0.0002861293786480808,59680270.1,0.3718124472672827,4291192073.0,0.036731536710638495,0.013907620326646703
Centro 2,11,12114.220000000001,918690.0,7.547247653851119e-05,59692384.32,0.3718879197438212,4292110763.0,0.013186406731323952,0.013907465956977682
Centro 2,12,987915.22,12642811.0,0.006154784068927931,60680299.54,0.37804270381274907,4304753574.0,0.0781404720833049,0.014096114561934272
Centro 2,13,2796.29,32400.0,1.742109119859747e-05,60683095.83,0.3780601249039477,4304785974.0,0.08630524691358024,0.014096658044444743
Centro 2,14,6330.49,196767.0,3.943941566211276e-05,60689426.32,0.37809956431960984,4304982741.0,0.032172518765849964,0.014097484234257933
Centro 2,15,22976.47,1097336.0,0.00014314508841781033,60712402.79,0.3782427094080276,4306080077.0,0.020938409019662166,0.014099227535103733
Centro 2,16,51428.22,2919416.0,0.0003204015716544187,60763831.01,0.37856311097968204,4308999493.0,0.017615927295048052,0.01410161015537627
Centro 2,18,1483.15,122337.0,9.240132965894039e-06,60765314.16,0.3785723511126479,4309121830.0,0.012123478587835242,0.014101553995747666
Centro 2,19,126410.42,13362040.0,0.0007875461612611745,60891724.58,0.3793598972739091,4322483870.0,0.00946041323031513,0.014087206895696293
Centro 2,20,135253.24,4829653.0,0.0008426375765552898,61026977.82,0.3802025348504644,4327313523.0,0.028004753136508978,0.01410274007086313
Centro 20,0,498621.06,3831326.0,0.00310644566901192,62293076.08000001,0.38809041960270607,4595484738.0,0.13014320890469774,0.01355527863358993
Centro 20,2,723541.2300000001,8080855.0,0.004507714776999306,63016617.31000001,0.3925981343797053,4603565593.0,0.0895377073341868,0.013688654160987863
Centro 20,3,978574.97,9865105.0,0.006096593628355709,63995192.28000001,0.39869472800806105,4613430698.0,0.09919559599213591,0.013871497475348011
Centro 20,4,480233.02999999997,5826523.0,0.002991886897356424,64475425.31000001,0.40168661490541746,4619257221.0,0.0824218886632731,0.013957963851175632
Centro 20,5,961079.51,12127902.0,0.005987595633075743,65436504.82000001,0.4076742105384932,4631385123.0,0.07924532289261572,0.01412892754157599
Centro 20,6,328253.97000000003,5856847.0,0.002045046239006569,65764758.79000001,0.40971925677749976,4637241970.0,0.05604619174788073,0.014181869140203612
Centro 20,7,73961.74,1901325.0,0.0004607870491783594,65838720.53000001,0.4101800438266781,4639143295.0,0.03890010387492933,0.014191999760162615
Centro 20,8,39938.89,934452.0,0.0002488222055154339,65878659.42000001,0.4104288660321936,4640077747.0,0.0427404403864511,0.014197749049052735
Centro 20,9,129407.06,2477464.0,0.0008062154476117909,66008066.48000001,0.41123508147980536,4642555211.0,0.052233679278488,0.014218046631648343
Centro 20,10,16445.73,226256.0,0.00010245810061099184,66024512.21000001,0.41133753958041636,4642781467.0,0.07268638179760979,0.014220895960598097
Centro 20,11,26462.65,465471.0,0.00016486424476952154,66050974.86000001,0.4115024038251859,4643246938.0,0.05685133982568195,0.01422516952941778
Centro 20,12,3780.1,263488.0,2.3550299446701986e-05,66054754.96000001,0.41152595412463255,4643510426.0,0.014346383896040807,0.014225176407518204
Centro 20,13,16042.49,337371.0,9.994588592119843e-05,66070797.45000001,0.41162590001055377,4643847797.0,0.04755147893565244,0.014227597530798232
Centro 20,16,17370.54,274025.0,0.00010821973454430167,66088167.99000001,0.41173411974509805,4644121822.0,0.06339034759602226,0.014230498363959586
