CP,Market Size,Latitude,Longitude
16146,35735,40.272412,-1.929468
16150,92110,40.349603,-1.850733
16152,77324,40.186204,-1.82909
16160,130784,39.945815,-2.597844
16161,68545,39.982767,-2.609004
16162,11224,40.039423,-2.568714
16190,189266,40.105481,-2.221822
16191,302264,40.126888,-2.223359
16192,74629,40.134763,-2.001306
16193,624239,39.98444,-2.007732
16194,170693,40.061404,-2.282738
16195,42444,40.01863,-2.395368
16196,333458,39.985833,-2.328634
16200,1501973,39.562573,-1.911145
16210,284365,39.610878,-1.796494
16211,135458,39.44767,-2.090425
16212,35465,39.495128,-1.970923
16214,98772,39.546449,-2.086526
16215,75970,39.725269,-1.901376
16216,49027,39.77134,-2.03283
16220,1567638,39.343635,-1.927025
16230,480224,39.440308,-1.955133
16234,3287,39.399683,-1.84616
16235,1004265,39.45227,-1.773357
16236,133299,39.326709,-1.851343
16237,324465,39.35596,-1.718606
16238,2407,39.304265,-1.772444
16239,646318,39.375459,-2.037116
16240,123354,39.498195,-1.896492
16250,26233,39.525515,-1.761792
16251,77320,39.525992,-1.685788
16260,477694,39.496457,-1.578999
16269,72135,39.579166,-1.578999
16270,203962,39.464746,-1.627507
16280,153544,39.442423,-1.650567
16290,134193,39.401366,-1.623867
16300,163980,40.04112,-1.666352
16311,92741,39.985625,-1.623564
16312,47671,39.814406,-1.376468
16313,125549,39.741626,-1.32463
16315,19783,40.033111,-1.501501
16316,83003,40.100258,-1.696117
16317,56061,40.089437,-1.55416
16318,65664,40.099092,-1.503295
16320,215088,39.840595,-1.279474
16321,2299,39.779561,-1.271652
16330,304931,39.90772,-1.367422
16336,47040,39.969647,-1.255712
16337,22446,39.975709,-1.344815
16338,19524,40.002512,-1.436825
16339,18371,39.898355,-1.27109
16340,74437,39.969549,-1.901376
16350,171489,39.896561,-1.808677
16360,50620,39.832736,-1.821472
16370,51573,39.886811,-1.573243
16371,42851,39.751087,-1.475196
16372,61438,39.661233,-1.617801
16373,138820,39.767171,-1.689433
16390,59809,39.957632,-1.782793
16393,191006,39.663281,-1.462804
16400,3811764,40.010515,-3.007446
16410,740933,39.843712,-2.99881
16411,270329,39.923012,-3.011317
16412,45685,39.908944,-2.984431
16413,49082,39.897965,-2.961934
16414,59156,39.816052,-2.94944
16415,524344,39.732882,-2.925483
16417,152444,39.603361,-2.82655
16420,96805,39.873999,-2.867686
16421,130166,39.715959,-2.83465
16422,61843,39.722305,-2.75807
16423,86637,39.661718,-2.759314
16430,94114,39.885973,-2.797901
16431,89355,39.823094,-2.767402
16432,87251,39.786803,-2.697144
16433,107756,39.719099,-2.5746
16434,22844,39.738219,-2.509891
16435,44533,39.72801,-2.414078
16440,143293,39.881248,-2.671057
16441,29327,39.859028,-2.715165
16442,102032,39.842564,-2.503704
16444,46774,39.782608,-2.419636
16452,82614,39.990362,-2.805996
16460,190891,40.123411,-2.915723
16461,39485,40.164758,-2.94944
16463,9543,40.154047,-2.853658
16464,29991,40.062058,-2.808487
16465,25557,40.042592,-2.884213
16470,109697,40.142203,-3.089831
16500,383068,40.143574,-2.689689
16510,60257,40.225545,-2.759425
16512,96013,40.366664,-2.756826
16520,4143,40.225936,-2.692795
16521,1671,40.245717,-2.623579
16522,46041,40.272658,-2.603424
16531,14657,40.225018,-2.50556
16532,52869,40.291515,-2.529697
16535,97518,40.344545,-2.6394
16537,35131,40.417392,-2.614896
16540,8441,40.193044,-2.55106
16541,39936,40.146272,-2.497208
16542,15368,40.149169,-2.41707
16550,9836,40.090207,-2.659571
16555,162309,40.036624,-2.736586
16600,1719442,39.41993,-2.420871
16610,254436,39.350631,-2.32586
16611,175207,39.288525,-2.253193
16612,93562,39.279331,-2.436623
16620,351756,39.51413,-2.492568
16621,116315,39.558247,-2.422106
16622,40701,39.615602,-2.42643
16623,28347,39.659108,-2.380745
16630,1441581,39.501541,-2.871428
16638,241803,39.483918,-2.744386
16639,137550,39.490134,-2.80911
16640,434534,39.558177,-2.718273
16646,16264,39.682221,-2.508035
16647,149641,39.68895,-2.669194
16648,34403,39.638091,-2.52165
16649,42626,39.597639,-2.542699
16650,497570,39.387785,-2.764285
16660,1406020,39.448003,-2.676025
16670,555510,39.375974,-2.571338
16700,343948,39.40742,-2.202764
16707,193148,39.291098,-2.115569
16708,85131,39.345317,-2.164058
16709,98546,39.36957,-2.277043
16710,69456,39.518388,-2.251347
16720,51118,39.549422,-2.250116
16730,387634,39.612721,-2.281507
16738,30097,39.542563,-2.303678
16739,11143,39.658248,-2.311379
16740,81649,39.699496,-2.391236
16760,65745,39.762516,-2.332024
16770,248185,39.8507,-2.360387
16771,111511,39.871836,-2.441566
16779,34179,39.822083,-2.34497
16780,43840,39.90612,-2.351753
16781,12151,39.925795,-2.315076
16800,222368,40.469118,-2.322162
16812,62295,40.488176,-2.416548
16813,87752,40.504442,-2.520707
16840,51036,40.238346,-2.293207
16841,60814,40.365276,-2.277505
16842,24728,40.302338,-2.284586
16843,45362,40.256038,-2.381671
16850,59336,40.358757,-2.395557
16851,10211,40.336016,-2.46196
16852,5868,40.311172,-2.47587
16853,4205,40.298835,-2.425812
16854,5059,40.297939,-2.392162
16855,6687,40.295256,-2.351753
16856,28639,40.393061,-2.549511
16857,40428,40.370068,-2.493806
16860,73156,40.40108,-2.319081
16870,62065,40.572968,-2.073874
16878,72626,40.442954,-2.01125
16879,40855,40.55227,-2.06303
16890,114686,40.451007,-2.240273
16891,91551,40.512118,-2.203993
16892,4601,40.529635,-2.151164
17001,2251299,41.985522,2.819075
17002,3779650,41.978094,2.819075
17003,9538510,41.959429,2.822812
17004,3469096,41.978504,2.852724
17005,6275840,41.967285,2.805373
17006,4853651,41.977191,2.805373
17007,5499880,41.998555,2.842751
17100,3056303,41.958648,3.039789
17110,139043,41.950427,3.057484
17111,315782,42.215432,2.862698
17113,122597,41.974718,3.072021
17114,76774,42.000809,3.068264
17115,62273,41.979465,3.044788
17116,118613,41.956608,3.016482
17117,34194,41.953968,3.004781
17118,65494,41.920141,2.917205
17120,129122,42.008415,2.995719
17121,535476,41.987259,3.014438
17123,40867,41.951412,3.132801
17124,183747,41.937617,3.13158
17130,3280080,42.134018,3.112428
17131,81207,42.021188,3.011004
17132,71662,42.032874,2.989626
17133,237022,42.027955,3.047605
17134,126879,42.052111,3.066628
17136,217618,42.104846,3.08392
17137,131501,42.131997,3.044197
17140,270983,42.050442,3.108354
17141,196113,42.079204,3.095822
17142,357030,42.062705,3.042598
17143,108816,42.072813,3.010691
17144,54395,42.086325,2.990057
17150,1128516,41.989401,2.760766
17151,16797,41.9794,2.821426
17152,168226,42.023345,2.702723
17153,11337,42.036314,2.647157
17154,95920,42.063265,2.614944
17160,1563097,41.939244,2.628852
17161,110249,41.940587,2.569334
17162,1539232,41.957224,2.708329
17164,345628,41.982039,2.689767
17165,553279,41.968538,2.620788
17166,30040,41.9794,2.821426
17170,699808,42.010417,2.602804
17172,485625,42.066034,2.570791
17174,413591,42.076817,2.508654
17176,428490,42.122146,2.410991
17177,17502,42.101863,2.450216
17178,1105094,42.158651,2.472794
17179,134287,42.188854,2.408562
17180,945155,41.953369,2.794756
17181,221385,41.937663,2.762086
17182,9660,41.93659,2.734498
17183,240980,41.912813,2.733001
17184,46055,41.907646,2.747181
17185,818968,41.876952,2.748118
17190,7616111,41.970065,2.79292
17199,379057,42.050463,2.740875
17200,5346445,41.910943,3.162906
17210,595876,41.889288,3.184732
17211,165124,41.897647,3.195541
17212,329173,41.9794,2.821426
17213,243666,41.776186,2.807864
17214,79053,41.952163,3.169743
17220,6486755,41.795237,3.016172
17230,5594916,41.862169,3.132801
17240,2822762,41.828899,2.872251
17241,119151,41.965591,2.839467
17242,1146570,41.952867,2.887644
17243,185847,41.929793,2.850539
17244,3200302,41.886253,2.875169
17245,298101,41.837595,2.981382
17246,1367332,41.80457,3.004755
17248,489039,41.797227,3.055116
17249,752912,41.82514,3.032586
17250,2393245,41.821796,3.065133
17251,1857390,41.868349,3.087678
17252,1719288,41.846217,3.103341
17253,767608,41.908123,3.151721
17255,1041670,41.949478,3.203076
17256,965334,41.993173,3.122143
17257,2665856,42.009949,3.108041
17258,1207408,42.051283,3.190519
17300,11775646,41.675995,2.790229
17310,11986170,41.7165,2.833404
17320,1931359,41.709599,2.892
17400,1085274,41.749706,2.556944
17401,1821273,41.823243,2.490094
17402,8549,41.843687,2.527685
17403,1632886,41.878401,2.512171
17404,1288938,41.727668,2.54467
17405,56329,41.869788,2.417475
17406,318282,41.845611,2.37149
17410,1768563,41.817378,2.748118
17411,2320407,41.752818,2.806729
17412,1919812,41.74989,2.712058
17420,38970,41.9794,2.821426
17421,606379,41.82617,2.657864
17430,3787681,41.860336,2.609004
17441,108535,41.904523,2.684194
17450,1209451,41.743328,2.627697
17451,225635,41.73351,2.586066
17452,157618,41.779954,2.648709
17453,3306,41.754289,2.683478
17454,36267,41.873413,2.825004
17455,2203339,41.835802,2.807864
17456,6375,41.874298,2.785391
17457,687085,41.901006,2.802619
17458,964121,41.93121,2.811601
17459,145468,41.893701,2.831922
17460,1746289,42.012287,2.887644
17462,798572,42.038857,2.916975
17463,457862,42.045014,2.962559
17464,538115,42.066765,2.909482
17465,290577,42.122014,2.962866
17466,118339,42.192772,2.954437
17467,55595,42.155149,2.99037
17468,260380,42.125204,2.906673
17469,745961,42.252088,2.995684
17470,671511,42.190024,3.082667
17472,275052,42.17176,3.073899
17473,205797,42.145267,3.065137
17474,288988,42.181781,3.009753
17475,175483,42.175804,2.990682
17476,128455,42.168991,2.955999
17480,6076996,42.26052,3.208099
17481,821207,42.027262,2.820009
17482,289638,42.048082,2.865816
17483,270935,42.158117,2.91073
17484,425097,42.268625,2.994359
17485,194215,42.265401,3.018205
17486,1164945,42.249174,3.082667
17487,2156790,42.245287,3.126443
17488,931081,42.288757,3.277972
17489,386178,42.319025,3.228198
17490,1558628,42.361593,3.145029
17491,530099,42.308352,3.00944
17492,119143,42.281621,3.043224
17493,392668,42.310331,3.068105
17494,156275,42.307448,3.112741
17495,419044,42.307477,3.147369
17496,127576,42.400454,3.127785
17497,335167,42.424599,3.142834
17500,2981189,42.205089,2.213829
17510,276142,42.187593,2.197818
17512,16359,42.157406,2.125385
17515,49596,42.143176,2.33075
17520,2814951,42.431801,1.924581
17527,481614,42.475689,1.969653
17528,169917,42.452412,1.865981
17529,14311,42.418827,1.947493
17530,967689,42.221984,2.168357
17531,52429,42.247763,2.090731
17532,65206,42.130512,2.209526
17534,726756,42.294862,2.141648
17535,66933,42.32036,2.110662
17536,74787,42.333141,2.067439
17537,133289,42.337626,1.935029
17538,714850,42.372845,1.886116
17539,393187,42.418,1.879894
17600,13526052,42.265507,2.958105
17700,757232,42.426383,2.887644
17706,143100,42.314392,2.930393
17707,249741,42.393654,2.845867
17708,85192,42.422109,2.92548
17709,274517,42.460048,2.866439
17710,62068,42.423474,2.953812
17720,175147,42.390504,2.748118
17722,159067,42.36693,2.833404
17723,134326,42.330442,2.856509
17730,379556,42.301298,2.938522
17731,85563,42.298259,2.871733
17732,74321,42.322532,2.788563
17733,39145,42.304785,2.720448
17740,1596027,41.9794,2.821426
17741,104389,42.290197,2.827796
17742,460456,42.253606,2.912602
17743,96235,42.264213,2.882653
17744,416713,42.194909,2.882342
17745,240320,42.251284,2.807864
17746,56443,42.271954,2.768025
17747,22497,42.188615,2.844153
17750,181918,42.366414,2.927584
17751,104847,42.368765,2.981194
17752,49454,42.357171,3.00006
17753,122249,42.390946,3.000686
17754,25074,42.402608,3.047605
17755,24025,42.359823,3.03368
17760,262532,42.282627,2.981306
17761,249995,42.306365,2.967557
17762,53701,42.342104,2.952876
17763,18038,42.35081,2.972869
17770,199594,42.213672,2.932578
17771,97723,42.23351,2.951938
17772,113102,42.218635,2.906985
17773,102010,42.165684,2.934608
17780,247737,42.343095,3.067637
17781,64220,42.377374,3.072647
17800,10606812,42.180135,2.470306
17810,39027,42.172507,2.497782
17811,506441,42.158225,2.569334
17813,419144,42.241555,2.433933
17820,6274841,42.118183,2.765149
17830,94553,42.124071,2.639958
17831,60849,42.107486,2.660919
17832,181878,42.188038,2.798524
17833,466510,42.147225,2.772412
17834,539116,41.9794,2.821426
17840,1581616,42.012803,2.815119
17843,135853,42.048794,2.759929
17844,711013,42.10113,2.800637
17845,10975,42.070862,2.838233
17846,1065977,42.106283,2.78545
17850,907152,42.200236,2.695338
17851,117671,42.195219,2.75343
17852,323323,42.16902,2.743142
17853,415118,42.2161,2.641572
17854,225837,42.211058,2.605904
17855,244567,42.271807,2.528532
17856,284702,42.219731,2.548892
17857,881888,42.201366,2.539123
17858,61263,42.205474,2.49628
17860,994602,42.242599,2.312303
17861,53274,42.265985,2.277798
17862,56109,42.183418,2.312303
17864,195451,42.263044,2.367172
17866,323,42.293896,2.360156
17867,779508,42.318544,2.450526
17868,86332,42.378,2.399246
17869,306330,42.351517,2.282738
18001,1818680,37.179097,-3.602154
18002,4169028,37.176995,-3.605319
18003,3999034,37.185004,-3.64965
18004,4629602,37.172327,-3.626846
18005,3910319,37.169122,-3.600255
18006,5961663,37.160942,-3.605319
18007,5515836,37.14374,-3.598989
18008,10644650,37.154903,-3.5838
18009,3381244,37.174166,-3.566086
18010,3260989,37.191273,-3.530676
18011,5001434,37.202749,-3.593925
18012,2961529,37.187694,-3.605319
18013,4376269,37.207482,-3.614182
18014,7946628,37.197128,-3.61998
18015,4776590,37.195234,-3.664859
18016,219369,37.149069,-3.59828
18100,5959337,37.151231,-3.616715
18101,1379627,37.171078,-3.692233
18102,1313929,37.164328,-3.663829
18110,5166340,37.124167,-3.655556
18120,1058391,36.99404,-4.008256
18125,241927,36.957374,-4.120035
18126,81648,36.923319,-3.875712
18127,485813,36.954431,-3.857577
18128,476197,36.986282,-4.127389
18129,273517,36.998664,-3.889078
18130,532863,37.062363,-3.762556
18131,147997,37.083512,-3.803385
18132,65584,37.03009,-3.829275
18140,4987406,37.119716,-3.584379
18150,1598142,37.104478,-3.60352
18151,3964197,37.120009,-3.607945
18152,516039,37.072744,-3.600255
18160,613947,37.142731,-3.359045
18170,1312275,36.788814,-3.348967
18179,263464,37.233174,-3.553772
18180,157749,37.32424,-3.369124
18181,289170,37.34968,-3.293636
18182,104126,37.214662,-3.553437
18183,459063,37.222836,-3.515014
18184,209871,37.218819,-3.480766
18190,1953313,37.160587,-3.540035
18191,300856,37.154143,-3.479986
18192,238651,37.186291,-3.48424
18193,1813469,37.132046,-3.55876
18194,3707584,37.150302,-3.647116
18195,2151518,37.152117,-3.671616
18196,445822,37.093196,-3.395237
18197,1239215,37.222543,-3.607517
18198,3288525,37.150008,-3.568616
18199,1370611,37.133797,-3.573677
18200,5310859,37.212057,-3.639514
18210,2860762,37.236504,-3.626846
18211,428382,37.275293,-3.571934
18212,564680,37.257433,-3.597723
18213,1015472,37.220285,-3.593142
18214,270655,37.260793,-3.574942
18220,4692402,37.315867,-3.652185
18230,4176497,37.249875,-3.713049
18240,1528822,37.248598,-3.753666
18247,10177,37.340366,-3.786056
18248,401890,37.331631,-3.767001
18249,370577,37.384911,-3.780021
18250,422870,37.234624,-3.818282
18260,1193016,39.83675,-0.269792
18270,1155676,37.335014,-4.049108
18280,396863,37.297651,-4.202586
18290,582389,37.255654,-3.655987
18291,506419,37.250566,-3.781133
18293,226046,37.238428,-3.843881
18295,108423,37.271032,-4.22853
18300,4161168,37.173664,-4.129412
18310,557885,37.121231,-4.049108
18311,367380,37.284955,-4.149173
18312,19286,37.232237,-4.256373
18313,98093,37.152878,-4.206749
18314,140590,37.137331,-4.27773
18320,3233694,37.187878,-3.720239
18327,549312,37.187025,-3.840085
18328,159973,37.174454,-3.856623
18329,463329,37.117068,-3.87813
18330,1196883,37.231266,-3.724587
18339,732464,37.197755,-3.809597
18340,844618,37.219244,-3.783402
18350,422034,37.262126,-3.913911
18360,2070318,37.197243,-4.048138
18369,417612,37.214584,-4.011261
18370,607735,37.179382,-3.950864
18380,255919,37.237424,-3.96634
18381,14537,37.226797,-3.944709
18400,1315811,36.851627,-3.409463
18410,105234,36.923172,-3.408517
18411,83845,36.939625,-3.360934
18412,81466,36.949197,-3.354635
18413,143289,36.962137,-3.358828
18414,159025,36.929211,-3.313398
18415,85920,36.942033,-3.31088
18416,58214,36.937789,-3.294521
18417,161058,37.001283,-3.266535
18418,108119,36.925641,-3.427752
18420,787062,36.918772,-3.479504
18430,155135,36.878843,-3.298839
18438,78485,36.902381,-3.300498
18439,55398,36.931529,-3.253648
18440,321361,36.945971,-3.178594
18448,12604,36.956347,-3.179535
18449,30909,36.929281,-3.212809
18450,135390,36.972512,-3.151928
18451,144426,36.967107,-3.191147
18452,40437,36.948783,-3.223801
18460,78747,36.981077,-3.119636
18470,155688,36.996808,-3.069203
18480,496084,37.17746,-3.598437
18490,80124,36.886023,-3.109608
18491,51261,36.8499,-3.077657
18492,13344,36.907496,-3.097389
18494,237808,36.966374,-3.013193
18500,4333118,37.321473,-3.077657
18510,646188,37.350789,-3.163573
18511,462952,37.257598,-3.09619
18512,507156,37.178196,-2.991381
18513,60033,37.172201,-3.034463
18514,137055,37.160531,-3.072021
18515,213100,37.413674,-3.174201
18516,271412,37.278669,-3.206215
18517,488844,37.272237,-3.318747
18518,705986,37.225128,-3.134055
18519,434950,37.318797,-3.193685
18520,113397,37.581604,-3.243907
18530,228230,37.531616,-3.198053
18538,178548,37.60842,-3.13719
18539,98837,37.557756,-3.09081
18540,211582,37.464983,-3.260563
18550,1050513,37.387286,-3.467665
18560,342883,37.557501,-3.397928
18561,442670,37.572193,-3.504136
18562,37436,37.410171,-3.373535
18563,197048,37.477334,-3.321398
18564,250327,37.408333,-3.735556
18565,261874,37.482939,-3.617348
18566,217779,37.427618,-3.683242
18567,303110,37.474997,-3.549643
18568,193316,37.429809,-3.409463
18569,219364,37.430015,-3.812905
18570,497771,37.325655,-3.593925
18600,11552951,36.752777,-3.480135
18610,209144,36.772455,-3.565454
18611,539166,36.785955,-3.608484
18612,198322,36.799393,-3.638743
18613,1059112,36.72491,-3.524213
18614,432601,36.743935,-3.38992
18615,206111,36.853678,-3.62463
18616,39856,36.802514,-3.434691
18620,2460944,37.108928,-3.643315
18630,1901429,37.075024,-3.657254
18640,1884061,37.025089,-3.622974
18650,1482924,37.019888,-3.530676
18656,462836,36.967778,-3.54
18657,266181,36.978747,-3.538894
18658,370105,36.935348,-3.571426
18659,495889,36.928949,-3.630313
18660,39226,36.894899,-3.526568
18670,533261,36.833803,-3.514245
18680,2638863,36.745833,-3.601667
18690,5099291,36.777406,-3.733354
18697,1511410,36.734651,-3.737803
18698,209878,36.816053,-3.679438
18699,284127,36.797585,-3.668028
18700,841801,36.793222,-3.188008
18708,148165,36.828199,-3.212495
18710,28223,36.849902,-3.339836
18711,81682,36.757116,-3.334012
18713,100911,36.753252,-3.236052
18720,428267,36.703412,-3.488344
18730,701284,36.699379,-3.418291
18740,796752,36.727949,-3.360304
18750,351146,36.740575,-3.299712
18760,207715,36.748603,-3.171063
18770,343134,36.748285,-3.152248
18800,4902991,37.486223,-2.77699
18810,880407,37.435524,-2.724489
18811,536402,37.539371,-2.841505
18812,205927,37.529098,-2.908234
18813,394000,37.606381,-2.93133
18814,343393,37.669438,-2.797901
18815,18713,37.736371,-2.859581
18816,429513,37.766672,-2.757448
18817,484819,37.60722,-2.700251
18818,253551,37.687572,-2.667177
18820,470446,37.97981,-2.337572
18830,1602820,37.807778,-2.529444
18840,231180,37.714521,-2.544402
18850,857472,37.58283,-2.570573
18858,256376,37.71983,-2.477876
18859,22975,37.575556,-2.528889
18860,161827,37.428638,-2.929457
18870,156109,37.388094,-2.977556
18880,145721,37.371155,-3.066385
18890,83456,37.525443,-3.02758
18891,11710,37.490813,-2.602071
19001,1642185,40.633279,-3.166671
19002,3941847,40.632489,-3.16017
19003,2266568,40.624024,-3.180476
19004,4303875,40.632489,-3.16017
19005,8955328,40.647602,-3.152869
19100,190139,40.416124,-2.921341
19110,512857,40.32172,-3.10847
19111,81839,40.342861,-2.947566
19112,125773,40.3087,-3.011942
19113,102686,40.379449,-3.107728
19114,41377,40.2597,-3.007564
19115,254517,40.297998,-2.981931
19116,58539,40.238233,-3.047605
19117,66953,40.308474,-2.843998
19118,133414,40.3285,-2.84937
19119,406566,40.301595,-2.830164
19120,218166,40.460509,-2.718273
19125,60710,40.47364,-2.589165
19126,30036,40.536829,-2.490094
19127,41477,40.557442,-2.43168
19128,176234,40.597426,-2.690621
19129,5383,40.586285,-2.643899
19130,26511,40.530048,-2.78794
19132,39691,40.529082,-2.827796
19133,131454,40.574446,-2.750294
19134,94277,40.568249,-2.887644
19135,43501,40.530974,-3.029457
19139,841990,40.592193,-3.10957
19140,585491,40.565644,-3.063254
19141,282000,40.49287,-3.07703
19142,70802,40.610325,-3.053238
19143,76659,40.563623,-3.067637
19144,79597,40.50777,-2.867686
19145,19287,40.483366,-3.02758
19150,75307,40.638814,-3.102715
19151,26614,40.652107,-3.055742
19152,14988,40.685905,-3.047605
19153,19196,40.666677,-3.007564
19160,823898,40.569167,-3.208611
19161,284583,40.495144,-3.181104
19162,965698,40.463533,-3.174828
19163,82764,40.597071,-3.145982
19170,2696489,40.705862,-3.427332
19171,2647778,40.639894,-3.248306
19174,1732556,40.691696,-3.34267
19180,1627641,40.667806,-3.20182
19182,169025,40.785918,-3.307586
19184,91246,40.843257,-3.372274
19185,528750,40.76612,-3.416399
19186,17613,40.823272,-3.407571
19187,160259,40.856758,-3.449835
19188,497490,40.792836,-3.497045
19190,305731,40.743316,-3.031334
19192,254975,40.842331,-2.893258
19193,370895,40.663493,-3.127785
19196,77575,40.883366,-2.817206
19197,227579,40.769582,-3.067011
19198,224661,40.705984,-3.125905
19200,7885532,40.564876,-3.268062
19208,2941242,40.596156,-3.247726
19209,1633952,40.607982,-3.27788
19210,825534,40.752348,-3.166671
19219,69264,40.788069,-3.247049
19220,282604,40.819751,-3.152869
19222,24020,41.003862,-3.248306
19223,51362,41.063431,-3.290118
19224,16340,41.129188,-3.23291
19225,41604,40.938345,-3.236052
19226,35159,40.803619,-3.188008
19227,73664,40.849488,-3.104594
19229,16187,40.899833,-3.15726
19230,103731,40.945219,-3.089408
19237,76036,40.965289,-3.115875
19238,22073,41.103178,-3.131447
19239,3434,41.002553,-3.112741
19240,300351,40.925467,-2.926335
19242,26505,41.070815,-3.007564
19243,77211,41.136407,-3.072021
19244,2964,41.166864,-3.096136
19245,58390,41.067465,-2.854282
19246,47923,40.87227,-2.958185
19247,80290,40.936626,-2.883901
19248,60968,40.827627,-3.047605
19250,843451,41.067066,-2.646226
19260,60050,41.036397,-2.467214
19261,18472,40.943786,-2.47989
19262,14507,41.057837,-2.524126
19266,20807,41.126519,-2.741298
19267,5910,41.00783,-2.675404
19268,55704,40.961388,-2.666711
19269,130321,41.226996,-2.716488
19270,81801,41.18476,-2.877664
19275,102672,41.227333,-3.053238
19276,41097,41.232733,-2.92337
19277,12565,41.209318,-2.785139
19278,6840,41.134892,-2.88702
19280,25439,41.048453,-2.213829
19281,7465,41.043511,-2.107595
19283,35518,41.048183,-2.431063
19285,22414,41.007818,-2.220756
19286,13496,40.988175,-2.152698
19287,58287,40.971239,-2.130908
19290,533366,40.72676,-3.176711
19292,70838,40.867176,-3.056994
19294,91081,40.938393,-2.786073
19295,32953,40.996198,-2.768025
19300,724149,40.84676,-1.882176
19310,81756,40.625978,-1.745972
19311,33403,40.530407,-1.724686
19312,13246,40.680002,-1.880319
19313,30138,40.592939,-1.909313
19314,6377,40.678853,-1.968583
19315,5224,40.629897,-1.861101
19320,32790,40.603087,-1.617801
19323,15704,40.674542,-1.588697
19324,16468,40.724837,-1.617801
19325,29143,40.673451,-1.666352
19326,22480,40.778236,-1.647532
19327,15343,40.779314,-1.56991
19328,20144,40.819628,-1.758141
19332,55763,41.134842,-1.960023
19333,6530,41.047665,-1.942299
19334,13411,41.032234,-1.92336
19336,10930,40.952534,-1.939244
19337,4034,40.973686,-1.880624
19338,35414,41.005644,-1.773357
19339,15669,40.972531,-1.711311
19340,9595,40.867334,-1.93741
19341,26775,40.850508,-1.997941
19342,5331,40.891609,-1.958801
19344,25004,40.935265,-2.04498
19345,8853,40.879979,-2.046915
19346,10406,40.950952,-2.102075
19350,988,40.842884,-1.808068
19351,494,40.826636,-1.795885
19352,10021,40.778052,-1.787968
19354,1920,40.806239,-1.785837
19355,2752,40.727403,-1.787968
19356,712,40.739199,-1.782793
19357,4287,40.742774,-1.735024
19360,15189,40.855756,-1.666352
19361,15097,40.914869,-1.684573
19362,1702,40.885738,-1.774574
19363,764,40.890962,-1.804413
19390,16648,40.717787,-1.970723
19391,4800,40.812327,-1.861101
19392,13241,40.798371,-2.086133
19400,461392,40.781402,-2.877664
19411,21910,40.685159,-2.916659
19412,31395,40.752148,-2.946629
19413,2784,40.720788,-2.781404
19420,355881,40.797439,-2.628852
19431,20891,40.80008,-2.509891
19432,40042,40.892224,-2.485765
19441,26645,40.82482,-2.292591
19442,14703,40.907217,-2.213829
19443,33121,40.865039,-2.1395
19444,12744,40.859182,-2.182485
19445,24591,40.952796,-2.364188
19450,283928,40.697062,-2.589165
19459,8395,40.732336,-2.62575
19460,28334,40.673859,-2.243349
19461,11983,40.743056,-2.332024
19462,18157,40.676796,-2.086133
19463,22534,40.642935,-2.029156
19490,54804,40.862808,-2.726354
19491,56367,40.817115,-2.667021
19492,28173,40.66908,-2.402656
19493,10314,40.618088,-2.490094
19495,24080,40.756434,-2.164672
20001,3413117,43.322768,-1.972863
20002,2239687,43.323912,-1.976532
20003,2295956,43.3255,-1.989376
20004,954281,43.321392,-1.982648
20005,1903707,43.317793,-1.981424
20006,2458562,43.313558,-1.982036
20007,980613,43.315231,-1.989988
20008,4029062,43.306471,-2.042015
20009,6136867,43.295385,-1.985706
20010,4331755,43.305743,-1.980201
20011,4982435,43.303985,-1.977143
20012,4805232,43.316182,-1.969805
20013,3800414,43.323664,-1.962665
20014,5923609,43.298346,-1.953911
20015,5502241,43.315289,-1.951466
20016,2885016,43.323924,-1.940466
20017,6092566,43.308336,-1.934356
20018,6839454,43.297331,-2.012628
20100,13951943,43.32236,-1.8998
20110,4931843,43.340406,-1.89283
20115,2265398,43.280929,-1.94841
20120,6637553,43.265893,-1.968676
20128,91304,43.252942,-1.945827
20130,1973006,43.247632,-1.992229
20140,4660848,43.218637,-2.021197
20150,2727024,43.203931,-2.049059
20159,592808,43.19372,-2.09533
20160,6136884,43.258679,-2.012628
20170,1960051,43.276934,-2.072594
20180,3524224,43.285712,-1.841587
20200,4648756,43.071064,-2.208911
20210,1791749,43.032991,-2.169586
20211,523424,42.966184,-2.153926
20212,241334,43.02253,-2.208911
20213,759291,43.011723,-2.234122
20214,628747,43.011272,-2.27258
20215,455811,42.858746,-2.474943
20216,408149,43.044062,-2.25627
20217,130289,43.049917,-2.297518
20218,46678,43.108,-2.241556
20220,164012,43.03257,-2.314872
20230,2478142,43.054349,-2.333306
20240,3347265,43.05222,-2.179414
20247,507065,43.03881,-2.15055
20248,141421,43.063142,-2.165934
20249,170008,43.081329,-2.179414
20250,420510,43.091584,-2.149936
20259,34265,43.069552,-2.128454
20260,522848,43.10219,-2.100849
20267,139756,43.093894,-2.123545
20268,359194,43.099484,-2.083068
20269,143219,43.048444,-2.105448
20270,656158,43.162138,-2.070734
20271,619075,43.173449,-2.058567
20280,6209843,43.372759,-1.805631
20301,4097902,43.343123,-1.798931
20302,2916320,43.340824,-1.791622
20303,3456282,43.301052,-1.787968
20304,5221361,43.343351,-1.784315
20305,5075942,43.325571,-1.763618
20400,8083009,43.126516,-2.095943
20490,200237,43.102788,-2.034054
20491,202320,43.135771,-2.053041
20492,287944,43.124989,-1.977143
20493,217967,43.145262,-2.012934
